url,status,detalhe,timestamp_utc
https://developer.adobe.com/commerce/extensibility/events/project-setup,saved,output/developer-adobe-com__commerce__extensibility__events__project-setup.md,2026-07-01T18:20:17.448268+00:00
https://developer.adobe.com/commerce/extensibility/admin-ui-sdk/publish,saved,output/developer-adobe-com__commerce__extensibility__admin-ui-sdk__publish.md,2026-07-01T18:20:18.480422+00:00
https://developer.adobe.com/commerce/extensibility/admin-ui-sdk/app-registration,saved,output/developer-adobe-com__commerce__extensibility__admin-ui-sdk__app-registration.md,2026-07-01T18:20:19.507386+00:00
https://developer.adobe.com/commerce/extensibility/events/configure-commerce,saved,output/developer-adobe-com__commerce__extensibility__events__configure-commerce.md,2026-07-01T18:24:16.987174+00:00
https://developer.adobe.com/commerce/marketplace/guides/sellers/developer-portal,saved,output/developer-adobe-com__commerce__marketplace__guides__sellers__developer-portal.md,2026-07-01T18:24:19.321266+00:00
https://developer.adobe.com/commerce/php/development/package/component,saved,output/developer-adobe-com__commerce__php__development__package__component.md,2026-07-01T18:24:20.351079+00:00
https://developer.adobe.com/commerce/marketplace/guides/sellers/marketing-review-guidelines,saved,output/developer-adobe-com__commerce__marketplace__guides__sellers__marketing-review-guidelines.md,2026-07-01T18:24:21.379340+00:00
https://developer.adobe.com/commerce/webapi/reference/graphql/saas/mutations,saved,output/developer-adobe-com__commerce__webapi__reference__graphql__saas__mutations.md,2026-07-01T18:24:22.677037+00:00
https://developer.adobe.com/commerce/webapi/graphql/schema/products/queries/products,saved,output/developer-adobe-com__commerce__webapi__graphql__schema__products__queries__products.md,2026-07-01T18:24:23.834133+00:00
https://developer.adobe.com/commerce/webapi/graphql/schema/live-search/queries/product-search,saved,output/developer-adobe-com__commerce__webapi__graphql__schema__live-search__queries__product-search.md,2026-07-01T18:24:24.913392+00:00
https://developer.adobe.com/commerce/webapi/graphql/schema,saved,output/developer-adobe-com__commerce__webapi__graphql__schema.md,2026-07-01T18:24:25.971739+00:00
https://developer.adobe.com/commerce/webapi/get-started/gs-curl,saved,output/developer-adobe-com__commerce__webapi__get-started__gs-curl.md,2026-07-01T18:24:27.218216+00:00
https://developer.adobe.com/commerce/webapi/rest/use-rest/anonymous-api-security,saved,output/developer-adobe-com__commerce__webapi__rest__use-rest__anonymous-api-security.md,2026-07-01T18:24:28.251926+00:00
https://developer.adobe.com/commerce/webapi/get-started/gs-web-api-request,saved,output/developer-adobe-com__commerce__webapi__get-started__gs-web-api-request.md,2026-07-01T18:24:29.302308+00:00
https://developer.adobe.com/commerce/testing/functional-testing-framework/two-factor-authentication,saved,output/developer-adobe-com__commerce__testing__functional-testing-framework__two-factor-authentication.md,2026-07-01T18:24:30.351991+00:00
https://developer.adobe.com/commerce/webapi/get-started/authentication/oauth-errors,saved,output/developer-adobe-com__commerce__webapi__get-started__authentication__oauth-errors.md,2026-07-01T18:24:31.520473+00:00
https://developer.adobe.com/commerce/webapi/get-started/create-integration,saved,output/developer-adobe-com__commerce__webapi__get-started__create-integration.md,2026-07-01T18:24:32.578873+00:00
